timestamp,engine,user_query,generated_sql,repaired_sql,success,error_message,latency_total,latency_sql_generation,latency_sql_execution,latency_reporting,selected_tools,tool_calls,route
2026-05-29T19:43:43+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16'",,True,,68.41469810000854,53.21435809999821,0.09011660001124255,15.049732500017853,,,
2026-05-30T08:28:54+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16'",,True,,63.84726149999915,51.279123499998605,0.09272039999996196,12.426856000000043,,,
2026-05-30T09:05:26+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16'",,True,,55.59745210000074,44.71824060000108,0.04554749999988417,10.793806900001073,,,
2026-05-30T09:06:27+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16'",,True,,52.3990131999999,42.696923499999684,0.048163500001464854,9.605725299999904,,,
2026-05-30T09:21:39+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,15.759511099999145,,0.015323499999794876,15.668866399999388,,,
2026-05-30T09:27:22+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,23.68130420000125,,0.0166508000002068,23.582331800000247,,,
2026-05-30T15:18:27+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,35.01659059999656,,0.015186099997663405,34.91113529999711,,,
2026-05-31T11:15:01+00:00,,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,12.056551500000069,,0.016293399999995017,11.965262800000005,,,
2026-06-05T01:29:10+00:00,custom,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,33.56808759999694,,0.04798519999894779,33.3881479000047,"[""duckdb.schema"", ""rule_based_sql_resolver.resolve"", ""sql_semantic_guard.validate"", ""duckdb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-05T01:28:36+00:00"", ""component"": ""duckdb"", ""action"": ""schema"", ""tool"": ""duckdb.schema"", ""status"": ""success"", ""latency_seconds"": 0.093912, ""input_summary"": ""table_name=electric_power"", ""output_summary"": ""Table: electric_power\nColumns:\ndatetime: TIMESTAMP\nGlobal_active_power: DOUBLE\nGlobal_reactive_power: DOUBLE\nVoltage: DOUBLE\nGlobal_intensity: DOUBLE\nSub_metering_1: DOUBLE\nSub_metering_2: DOUBLE\nSub_metering_3: DOUBLE"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:28:36+00:00"", ""component"": ""rule_based_sql_resolver"", ""action"": ""resolve"", ""tool"": ""rule_based_sql_resolver.resolve"", ""status"": ""success"", ""latency_seconds"": 0.00192, ""input_summary"": ""question=Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?"", ""output_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:28:36+00:00"", ""component"": ""sql_semantic_guard"", ""action"": ""validate"", ""tool"": ""sql_semantic_guard.validate"", ""status"": ""success"", ""latency_seconds"": 0.000541, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""valid"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:28:36+00:00"", ""component"": ""duckdb"", ""action"": ""query"", ""tool"": ""duckdb.query"", ""status"": ""success"", ""latency_seconds"": 0.047985, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""DataFrame(shape=(1, 1))"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:29:10+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 33.388148, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""Rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006 adalah 3.05 kW."", ""error_message"": """", ""metadata"": {""eval_duration"": 4.680518, ""prompt_eval_duration"": 4.412372, ""total_duration"": 31.0608589, ""load_duration"": 21.8792405, ""prompt_eval_count"": 397, ""eval_count"": 29}}]",rule_based_sql
2026-06-05T01:40:17+00:00,custom,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,44.222136999999975,,0.08057570000005398,43.85071959999999,"[""duckdb.schema"", ""rule_based_sql_resolver.resolve"", ""sql_semantic_guard.validate"", ""duckdb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-05T01:39:33+00:00"", ""component"": ""duckdb"", ""action"": ""schema"", ""tool"": ""duckdb.schema"", ""status"": ""success"", ""latency_seconds"": 0.25477, ""input_summary"": ""table_name=electric_power"", ""output_summary"": ""Table: electric_power\nColumns:\ndatetime: TIMESTAMP\nGlobal_active_power: DOUBLE\nGlobal_reactive_power: DOUBLE\nVoltage: DOUBLE\nGlobal_intensity: DOUBLE\nSub_metering_1: DOUBLE\nSub_metering_2: DOUBLE\nSub_metering_3: DOUBLE"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:39:33+00:00"", ""component"": ""rule_based_sql_resolver"", ""action"": ""resolve"", ""tool"": ""rule_based_sql_resolver.resolve"", ""status"": ""success"", ""latency_seconds"": 0.000902, ""input_summary"": ""question=Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?"", ""output_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:39:33+00:00"", ""component"": ""sql_semantic_guard"", ""action"": ""validate"", ""tool"": ""sql_semantic_guard.validate"", ""status"": ""success"", ""latency_seconds"": 0.001183, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""valid"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:39:33+00:00"", ""component"": ""duckdb"", ""action"": ""query"", ""tool"": ""duckdb.query"", ""status"": ""success"", ""latency_seconds"": 0.080576, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""DataFrame(shape=(1, 1))"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:40:17+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 43.85072, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""Rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006 adalah 3.05 kW."", ""error_message"": """", ""metadata"": {""prompt_eval_duration"": 6.483905, ""load_duration"": 17.5918589, ""total_duration"": 35.5978557, ""eval_duration"": 10.621553, ""prompt_eval_count"": 397, ""eval_count"": 29}}]",rule_based_sql
2026-06-05T01:41:08+00:00,langgraph,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,8.964989299999957,,,,"[""duckdb.schema"", ""rule_based_sql_resolver.resolve"", ""sql_semantic_guard.validate"", ""duckdb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-05T01:40:59+00:00"", ""component"": ""duckdb"", ""action"": ""schema"", ""tool"": ""duckdb.schema"", ""status"": ""success"", ""latency_seconds"": 0.076278, ""input_summary"": ""table_name=electric_power"", ""output_summary"": ""Table: electric_power\nColumns:\ndatetime: TIMESTAMP\nGlobal_active_power: DOUBLE\nGlobal_reactive_power: DOUBLE\nVoltage: DOUBLE\nGlobal_intensity: DOUBLE\nSub_metering_1: DOUBLE\nSub_metering_2: DOUBLE\nSub_metering_3: DOUBLE"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:40:59+00:00"", ""component"": ""rule_based_sql_resolver"", ""action"": ""resolve"", ""tool"": ""rule_based_sql_resolver.resolve"", ""status"": ""success"", ""latency_seconds"": 0.000449, ""input_summary"": ""question=Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?"", ""output_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:40:59+00:00"", ""component"": ""sql_semantic_guard"", ""action"": ""validate"", ""tool"": ""sql_semantic_guard.validate"", ""status"": ""success"", ""latency_seconds"": 0.000147, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""valid"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:40:59+00:00"", ""component"": ""duckdb"", ""action"": ""query"", ""tool"": ""duckdb.query"", ""status"": ""success"", ""latency_seconds"": 0.016326, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""DataFrame(shape=(1, 1))"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:41:08+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 8.841691, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""Rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006 adalah 3.05 kW."", ""error_message"": """", ""metadata"": {""load_duration"": 0.4166742, ""prompt_eval_duration"": 1.514147, ""total_duration"": 6.7719473, ""eval_duration"": 4.778336, ""eval_count"": 29, ""prompt_eval_count"": 397}}]",rule_based_sql
2026-06-05T01:41:46+00:00,custom,Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?,"SELECT AVG(Global_active_power) AS avg_global_active_power_kw
FROM electric_power
WHERE CAST(datetime AS DATE) = DATE '2006-12-16';",,True,,6.381072199999949,,0.0026987999999619205,6.352796199999943,"[""duckdb.schema"", ""rule_based_sql_resolver.resolve"", ""sql_semantic_guard.validate"", ""duckdb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-05T01:41:39+00:00"", ""component"": ""duckdb"", ""action"": ""schema"", ""tool"": ""duckdb.schema"", ""status"": ""success"", ""latency_seconds"": 0.01976, ""input_summary"": ""table_name=electric_power"", ""output_summary"": ""Table: electric_power\nColumns:\ndatetime: TIMESTAMP\nGlobal_active_power: DOUBLE\nGlobal_reactive_power: DOUBLE\nVoltage: DOUBLE\nGlobal_intensity: DOUBLE\nSub_metering_1: DOUBLE\nSub_metering_2: DOUBLE\nSub_metering_3: DOUBLE"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:41:39+00:00"", ""component"": ""rule_based_sql_resolver"", ""action"": ""resolve"", ""tool"": ""rule_based_sql_resolver.resolve"", ""status"": ""success"", ""latency_seconds"": 0.000476, ""input_summary"": ""question=Berapa rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006?"", ""output_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:41:39+00:00"", ""component"": ""sql_semantic_guard"", ""action"": ""validate"", ""tool"": ""sql_semantic_guard.validate"", ""status"": ""success"", ""latency_seconds"": 0.000213, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""valid"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:41:39+00:00"", ""component"": ""duckdb"", ""action"": ""query"", ""tool"": ""duckdb.query"", ""status"": ""success"", ""latency_seconds"": 0.002699, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""DataFrame(shape=(1, 1))"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-05T01:41:46+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 6.352796, ""input_summary"": ""SELECT AVG(Global_active_power) AS avg_global_active_power_kw\nFROM electric_power\nWHERE CAST(datetime AS DATE) = DATE '2006-12-16';"", ""output_summary"": ""Rata-rata konsumsi daya aktif pada tanggal 16 Desember 2006 adalah 3.0 kW."", ""error_message"": """", ""metadata"": {""load_duration"": 0.3440664, ""total_duration"": 4.2957227, ""eval_duration"": 3.617876, ""prompt_eval_duration"": 0.323768, ""eval_count"": 28, ""prompt_eval_count"": 397}}]",rule_based_sql
2026-06-20T15:33:49+00:00,custom,Berapa rata-rata harga penutupan NVDA antara 2 Januari 2019 dan 31 Januari 2019?,"SELECT AVG(close) AS avg_close_usd
FROM stock_prices
WHERE ticker = 'NVDA' AND CAST(date AS DATE) = DATE '2019-01-02';",,True,,13.082692700001644,,0.0025301999994553626,13.046935500002292,"[""duckdb.schema"", ""rule_based_sql_resolver.resolve"", ""sql_semantic_guard.validate"", ""duckdb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-20T15:33:36+00:00"", ""component"": ""duckdb"", ""action"": ""schema"", ""tool"": ""duckdb.schema"", ""status"": ""success"", ""latency_seconds"": 0.023687, ""input_summary"": ""table_name=stock_prices"", ""output_summary"": ""Table: stock_prices\nColumns:\ndate: DATE\nticker: VARCHAR\nopen: DOUBLE\nhigh: DOUBLE\nlow: DOUBLE\nclose: DOUBLE\nvolume: BIGINT"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-20T15:33:36+00:00"", ""component"": ""rule_based_sql_resolver"", ""action"": ""resolve"", ""tool"": ""rule_based_sql_resolver.resolve"", ""status"": ""success"", ""latency_seconds"": 0.000447, ""input_summary"": ""question=Berapa rata-rata harga penutupan NVDA antara 2 Januari 2019 dan 31 Januari 2019?"", ""output_summary"": ""SELECT AVG(close) AS avg_close_usd\nFROM stock_prices\nWHERE ticker = 'NVDA' AND CAST(date AS DATE) = DATE '2019-01-02';"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-20T15:33:36+00:00"", ""component"": ""sql_semantic_guard"", ""action"": ""validate"", ""tool"": ""sql_semantic_guard.validate"", ""status"": ""success"", ""latency_seconds"": 4e-06, ""input_summary"": ""SELECT AVG(close) AS avg_close_usd\nFROM stock_prices\nWHERE ticker = 'NVDA' AND CAST(date AS DATE) = DATE '2019-01-02';"", ""output_summary"": ""skipped"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-20T15:33:36+00:00"", ""component"": ""duckdb"", ""action"": ""query"", ""tool"": ""duckdb.query"", ""status"": ""success"", ""latency_seconds"": 0.00253, ""input_summary"": ""SELECT AVG(close) AS avg_close_usd\nFROM stock_prices\nWHERE ticker = 'NVDA' AND CAST(date AS DATE) = DATE '2019-01-02';"", ""output_summary"": ""DataFrame(shape=(1, 1))"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-20T15:33:49+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 13.046936, ""input_summary"": ""SELECT AVG(close) AS avg_close_usd\nFROM stock_prices\nWHERE ticker = 'NVDA' AND CAST(date AS DATE) = DATE '2019-01-02';"", ""output_summary"": ""Rata-rata harga penutupan NVDA antara 2 Januari 2019 dan 31 Januari 2019 adalah **Rp 3.41** (perkiraan)."", ""error_message"": """", ""metadata"": {""prompt_eval_duration"": 1.682702, ""total_duration"": 10.9724989, ""load_duration"": 8.3895041, ""eval_duration"": 0.872231, ""eval_count"": 46, ""prompt_eval_count"": 399}}]",rule_based_sql
2026-06-21T15:16:24+00:00,custom,Bagaimana sentimen berita terbaru tentang TSLA?,,,True,,55.25023080000028,,,6.531732699997519,"[""planner.route"", ""chromadb.query"", ""ollama.reporting""]","[{""timestamp"": ""2026-06-21T15:15:29+00:00"", ""component"": ""planner"", ""action"": ""route"", ""tool"": ""planner.route"", ""status"": ""success"", ""latency_seconds"": 2.7e-05, ""input_summary"": ""question=Bagaimana sentimen berita terbaru tentang TSLA?"", ""output_summary"": ""RouteResolution(route=<RouteDecision.RAG_NEWS: 'RAG_NEWS'>, reasoning='Sinyal berita: berita, sentimen.', confident=True)"", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-21T15:16:17+00:00"", ""component"": ""chromadb"", ""action"": ""query"", ""tool"": ""chromadb.query"", ""status"": ""success"", ""latency_seconds"": 47.962928, ""input_summary"": ""top_k=5 | Bagaimana sentimen berita terbaru tentang TSLA?"", ""output_summary"": ""[{'id': '019e02ce6353a4960e7f7f97211245575152a5357757d308c4eb5c1567b9bd7d', 'document': 'ESPAÑOL • Notas de la Semana: Arrestos por Marihuana con Berner, Twista y Chris Webby, Leather Storrs, Trump, THCP, y Más', 'metadata': {'date': '2020-06-06', 'publisher': 'Javier Hasse', 'ticker': 'NFLX', 'url': 'https://www.benzinga.com/markets/cannabis/20/06/16197247/espa-ol-notas-de-la-semana-arrestos-por-marihuana-con-berner-twista-y-chris-webby-leather-storrs'}, 'distance': 1.4610418091280295}, {'id..."", ""error_message"": """", ""metadata"": {}}, {""timestamp"": ""2026-06-21T15:16:24+00:00"", ""component"": ""ollama"", ""action"": ""reporting"", ""tool"": ""ollama.reporting"", ""status"": ""success"", ""latency_seconds"": 6.531733, ""input_summary"": ""-- RAG retrieval finance_news (tanpa SQL)"", ""output_summary"": ""Berita terbaru tentang TSLA: Elon Musk menyatakan bahwa workplace safety Tesla lebih baik dari rata-rata industri manufaktur."", ""error_message"": """", ""metadata"": {""total_duration"": 4.4459613, ""eval_duration"": 0.499256, ""load_duration"": 0.3561244, ""prompt_eval_duration"": 3.132227, ""eval_count"": 26, ""prompt_eval_count"": 655}}]",rag_news
