doc_id,ticker,date,publisher,headline
91e24f9d87dcb8312fd229cc9933c70d8924aa5dbce49ce0ca91a49c2971f5c3,NVDA,2020-06-10,Benzinga Insights,Afternoon Market Stats in 5 Minutes
b2c08c7c5fefaf87c18015961392c7318e932cd70c20eb488d3f8851fce55e95,NVDA,2020-06-10,Benzinga Insights,Morning Market Stats in 5 Minutes
5026cc9326d6f4fdc4bd4955db54f3dc6d8ca89cf95d0c47f2ff2bb77a8609dd,TSLA,2020-06-10,Drew Levine,"Tesla's Stock Closes At All-Time High As Musk Pushes Semi, Employees Reportedly Test Positive For COVID-19"
5a71693e96721ad5e8abb1d7651f90ca14b9c8c2deaddd0b7eec41ffec05cea5,TSLA,2020-06-10,Benzinga Newsdesk,'Tesla factory workplace safety is 5% better than industry average for manufacturers & improving fast' -Tweet From Tesla's Elon Musk
cc1cf472c370fcce1e496ea5088223cf413838f6f45c8e4711aee7518c47ef35,TSLA,2020-06-10,Benzinga Newsdesk,'Tesla hacker unlocks Performance upgrade and acceleration boost at a discount' -Elektrek Report
26b67cebef63eb96793756734ec55f9425ae57f812ccbbd0fee157afd125c41b,TSLA,2020-06-10,Benzinga Newsdesk,GM On Track To Spend $20B On EV And AV Development By 2025
8ce56f0501bc9f50aa5f6be3199e448afa1021be2c986bb4b09c7f7f22c1cfff,TSLA,2020-06-10,Wayne Duggan,"Tesla's Journey To $1,000 In 2020"
e0c3320cb9d77c4338b99471717d7a4e7df91d31518a89f1ecde60d26859a4fb,TSLA,2020-06-10,Benzinga Newsdesk,"Tesla Shares Mark Session And New All-Time High At $1,000"
dfb96ca22809c966c00eed218752bc37849f1cbe0e6dfdcec7b02901286e8c90,TSLA,2020-06-10,Jayson Derrick,"Wedbush Says Tesla Has 'Game Changing' Developments, Lifts Target To $1,000"
3847139712e4cb2968b1d935cdc200422d07199503747372eb093c0e8a424929,TSLA,2020-06-10,Benzinga Newsdesk,"Wedbush Maintains Neutral on Tesla, Raises Price Target to $1000"
f4ca1690ac25f0f9074fc8189cc57a5fc1a964dff8677d69ca1e354afd0b5b7a,TSLA,2020-06-10,Tanzeel Akhtar,Musk Says It's Time To Ramp Production Of Tesla Semi: Report
307240d491c5bf48b5bfdeb33f69ff2a624e131a6e9f46e62e2e27c45b063c5c,TSLA,2020-06-10,Benzinga Newsdesk,Tesla shares are trading higher after Wedbush raised its price target on the company's stock from $800 to $1000.
